,"('t1', '173')","('t1', '184')","('t1', '189')","('t1', '192')","('t1', '221')","('t1', '224')","('t1', '261')","('t1', '280')","('t1', '281')","('t1', '292')","('t1', '218')","('t1', '183')","('t1', '165')","('t1', '182')","('t1', '185')","('t1', '238')","('t1', '258')","('t1', '254')","('t1', '202')","('t1', '298')","('t1', '190')","('t1', '299')","('t1', '71')","('t1', '53')","('t1', '89')","('t1', '126')","('t1', '52')","('t1', '227')","('t1', '70')","('t1', '51')","('t1', '107')","('t1', '144')","('t1', '208')","('t1', '143')","('t1', '88')","('t1', '50')","('t1', '188')","('t1', '125')","('t1', '205')","('t1', '249')","('t1', '69')","('t1', '317')","('t1', '106')","('t1', '260')","('t1', '206')","('t1', '210')","('t1', '156')","('t1', '68')","('t1', '223')","('t1', '247')","('t1', '161')","('t1', '124')","('t1', '87')","('t1', '170')","('t1', '105')","('t1', '142')","('t1', '179')","('t1', '86')","('t1', '229')","('t1', '265')","('t1', '123')","('t1', '266')","('t1', '67')","('t1', '160')","('t1', '104')","('t1', '248')","('t1', '85')","('t1', '178')","('t1', '122')","('t1', '267')","('t1', '264')","('t1', '196')","('t1', '141')","('t1', '297')","('t1', '308')","('t1', '246')","('t1', '283')","('t1', '139')","('t1', '230')","('t1', '284')","('t1', '102')","('t1', '140')","('t1', '84')","('t1', '177')","('t1', '159')","('t1', '228')","('t1', '251')","('t1', '315')","('t1', '195')","('t1', '214')","('t1', '354')","('t1', '344')","('t1', '121')","('t1', '232')","('t1', '103')","('t1', '326')","('t1', '345')","('t1', '327')","('t1', '120')","('t1', '263')","('t1', '213')","('t1', '250')","('t1', '187')","('t1', '231')","('t1', '290')","('t1', '158')","('t1', '301')","('t1', '282')","('t1', '279')","('t1', '310')","('t1', '353')","('t1', '309')","('t1', '348')","('t1', '204')","('t1', '268')","('t1', '300')","('t1', '176')","('t1', '186')","('t1', '318')","('t1', '157')","('t1', '278')","('t1', '328')","('t1', '138')","('t1', '245')","('t1', '316')","('t1', '211')","('t1', '349')","('t1', '203')","('t1', '296')","('t1', '101')","('t1', '352')","('t1', '330')","('t1', '262')","('t1', '119')","('t1', '212')","('t1', '134')","('t1', '117')","('t1', '312')","('t1', '242')","('t1', '351')","('t1', '331')","('t1', '241')","('t1', '311')","('t1', '244')","('t1', '194')","('t1', '167')","('t1', '294')","('t1', '313')","('t1', '291')","('t1', '314')","('t1', '153')","('t1', '272')","('t1', '295')","('t1', '319')","('t1', '152')","('t1', '293')","('t1', '219')","('t1', '118')","('t1', '175')","('t1', '174')","('t1', '168')","('t1', '275')","('t1', '236')","('t1', '274')","('t1', '273')","('t1', '137')","('t1', '276')","('t1', '193')","('t1', '240')","('t1', '259')","('t1', '277')","('t1', '166')","('t1', '135')","('t1', '155')","('t1', '333')","('t1', '201')","('t1', '243')","('t1', '136')","('t1', '255')","('t1', '154')","('t1', '226')","('t1', '237')","('t1', '209')","('t1', '336')","('t1', '169')","('t1', '133')","('t1', '239')","('t1', '257')","('t1', '256')","('t1', '151')","('t1', '172')","('t1', '222')","('t1', '171')","('t1', '335')","('t1', '225')","('t1', '150')","('t1', '334')","('t1', '207')","('t1', '200')","('t1', '220')","('t1', '191')"
0,52,69,71,71,57,23,65,67,92,62,62.99183461119231,62.89067412943183,62.975181770455784,61.59797315852805,63.00790347677697,62.67496582685074,62.76981467124509,62.8123843332085,62.996969599708756,62.84656860479881,62.87144504505765,62.85314916214793,62.8159749414472,62.81490063136963,62.817520638366226,62.810395853731535,62.81086739852562,62.85050210324354,62.81732012382162,62.80862833317075,62.815119802028086,62.815116733365656,62.87145677498035,62.81802025081312,62.8227645913949,62.824093128564,62.876417212686995,62.808510284106674,62.87772507093192,62.829647470892965,62.816472241915285,62.86284012970791,62.82433146108631,62.853427208766846,62.876172355480655,62.86819978711099,62.865542374964825,62.82167737518796,62.875419504674745,62.82603148383078,62.82149871594478,62.828042438712636,62.82442183353068,62.905306719701336,62.834468168880754,62.8397188151772,62.838664798719165,62.80327002072047,62.842712557447335,62.779184784279835,62.842756573399974,62.841381391616224,62.86637477737719,62.84780202343349,62.83932631675993,62.850031911423024,62.86417663324412,62.82133339090865,62.84630003343765,62.8742199610807,62.818900420455414,62.84942152756386,62.880242751032696,62.822147568602915,62.82181468328752,62.84373005350505,62.883093205340096,62.86788184646749,62.87632447483541,62.890167782753814,62.86246397312777,62.89812445379573,62.85627110554486,62.86520408370272,62.900100439950535,62.878666576417466,62.84266351691824,62.82891554362811,62.832324628315476,62.84015931482037,62.85072940252127,62.81191315216675,62.94556231385825,62.828502451622505,62.95513177786519,62.82740376900258,62.80847699850611,62.886570956886615,62.94396904073197,62.836204588712114,62.827433935190214,62.716538352823235,62.936363625968504,62.813059334870225,62.824565425668325,62.867616900709564,62.91467421705895,62.77919315646183,62.90461029647456,62.86111076963561,62.852910374778915,62.876237991634774,62.84507893051458,62.936491515055906,62.790174917383574,62.9419377585391,62.92614561555635,63.002896513916326,62.847167644771716,62.9681133997576,62.87487503480102,62.9081528030384,63.02064055331969,62.873602042353255,62.865035533773074,62.86973343050696,62.87034801582665,62.99312750060327,62.79899763425538,62.98199425152765,62.83985747091324,62.85007090748631,62.94189073598889,62.963896182723396,62.72922141369086,62.94065789653834,62.87640457053029,62.8456380398025,62.80583440471781,62.850902462412385,62.85315673853497,62.823611258223266,62.850009704924155,62.98634479063224,62.78030559879447,62.97961215375029,62.789050581938454,62.82616744900194,62.91250226285471,62.75716457130464,62.91428528545244,62.729142984347355,62.822311487897366,62.76705892082986,62.89446063743717,62.791634887709165,62.91996331962366,63.02376273455302,63.02370521683988,62.89823986290002,62.961373666862585,62.75319165215013,62.73608177015957,62.73127140437403,62.73364965609284,63.02696606558914,62.773980204394654,62.948687297355455,62.89699892339034,62.84730127141573,62.74913038937712,62.978957285596536,62.97388376266213,62.99791794784501,62.7356582582576,62.98475453263402,62.96460191008443,63.094085091218815,62.711151361209716,63.07869309682875,63.04923487329092,62.97256661084895,63.03183984206241,62.80208881468695,62.986062213285884,62.84658863922287,62.92703778737712,62.86248774959454,62.818504155201985,63.01376701201383,63.01683868412686,62.857767033016295,62.914937960436106,62.74253965057476,62.918897685753805,62.995038257933814,62.84083722987222,62.899039935666686,62.966497984424,62.9209928581368,62.93422028510346
